717 21289
157 297
327 451 824832171
131 63 234822869
170 223 768578964
165 453 494678247
557 205 869985211
537 561 551136753
308 551 124173585
548 694 399878238
548 506 568239762
398 138 399356473
335 443 314580428
515 653 168243013
584 559 99707467
408 112 109512326
9 350 401262079
571 12 612523185
319 207 854141965
673 638 5444330
214 415 517520867
345 539 277823177
501 626 373173953
384 31 595283227
125 63 776206890
133 236 532275926
472 405 142519088
304 202 854941308
210 351 560997277
587 467 192314279
712 611 43983478
526 669 298485890
84 102 869361373
314 483 569873101
428 620 549431567
231 90 449417735
641 206 942928790
253 323 633146126
557 226 965589884
303 601 302153651
214 326 237093201
51 308 481292920
645 549 280531909
189 3 538832889
708 424 644355093
456 118 454260806
125 444 453701668
384 516 68300058
419 668 153648173
554 489 302599437
538 103 421403480
452 368 396146634
241 264 185422310
455 143 420511883
26 100 685732708
30 350 839708641
204 581 232254010
643 437 962016435
627 557 615270313
360 286 857166442
526 39 915539141
699 629 501531793
158 55 968200830
290 171 644671748
255 553 153839812
212 711 584397543
663 285 922440341
63 676 408629549
19 56 273588815
138 175 329787553
192 447 611787613
575 376 701089920
281 677 489378043
195 65 973767897
464 611 300406860
163 158 526212670
53 503 176248925
435 30 206114280
571 132 996027390
297 339 38634047
358 61 693232149
508 692 44419904
197 494 485268563
15 228 871419459
466 470 305548334
92 74 113503676
708 539 687889421
226 231 80993982
420 194 249338424
5 92 813269725
334 502 48502985
585 645 191957217
36 227 533853347
79 443 348790850
541 286 199342895
491 239 600051420
147 659 318450362
406 44 829684588
129 637 38738147
141 417 682078147
594 359 441667056
543 34 938968646
636 482 231334955
450 75 468921999
713 147 815355123
233 182 27465962
96 359 126384271
548 27 619015296
340 495 23194456
271 82 356182906
45 107 929351915
616 574 201095950
280 511 490960090
683 625 232272566
410 489 420440575
330 10 250055842
60 281 483997655
15 183 100412125
497 58 781245822
66 31 219456908
216 76 42448941
371 370 679537762
678 325 718058587
423 133 505880928
39 123 119139162
371 310 723648745
595 682 606547740
184 474 885373053
254 290 968609083
495 634 143574167
578 506 280172309
25 460 822007474
658 700 728802635
497 163 773025429
85 305 581964620
345 714 526487555
268 400 521009249
352 553 726558029
584 674 999045173
601 141 801468168
360 478 382590291
217 549 961203917
587 701 544056647
658 505 520840255
214 398 837108790
46 657 465288848
6 109 568869165
130 417 367554366
336 538 543148993
582 406 989458119
201 581 751139741
207 421 603844434
206 28 130667332
140 598 123713879
384 164 14999791
450 35 629635557
253 207 478184105
487 516 328188553
578 477 572532428
359 480 897122278
170 65 789799027
141 581 405758835
56 651 388961223
706 234 299569330
526 583 676070368
627 407 396115153
458 221 279188869
55 356 732753597
298 629 285175826
604 702 625204648
61 573 973608446
321 482 393188655
409 33 22612653
391 466 347822021
192 419 392843444
77 653 709537396
628 458 776594272
272 475 378393679
619 515 174975596
571 73 27075530
13 447 29268882
375 597 563692402
329 629 600806347
659 135 825292447
473 182 181125785
12 384 422782485
116 89 463507819
298 235 539170068
100 223 797166245
129 495 47150067
25 256 956224002
152 532 752396460
288 350 887446225
321 350 180753319
263 495 607631262
316 453 973491900
469 712 744774345
601 664 213885688
563 491 767354608
427 179 330219123
667 123 977565125
211 250 939656139
311 412 537868604
229 264 149392303
599 79 413443787
390 106 937593026
484 547 132911604
611 168 852954480
170 59 810095941
562 261 291141188
626 44 152583133
257 418 88096106
698 269 730151933
604 414 411911144
384 639 931719616
270 569 467393133
130 369 240770256
389 630 860439944
202 85 816657938
356 554 48178787
60 304 638600928
315 592 344841199
315 364 459444418
167 259 722904835
339 4 537898142
38 8 571318113
85 656 968509186
556 426 291195274
409 443 88166549
11 512 590115390
171 1 255997973
301 116 283740553
399 643 903418461
661 278 202136528
444 670 114880517
528 118 542261026
285 320 648823925
517 298 680051488
339 423 723059565
123 353 503444892
343 701 919764199
101 8 563368598
60 377 249923211
164 125 19472089
228 706 595109394
285 10 648977621
246 692 786147650
569 574 150615112
71 51 471641518
152 415 81691502
392 416 278257401
90 625 570516137
82 148 287507329
413 144 487904605
620 415 259049214
228 122 594805750
505 310 879902630
583 568 185064755
534 569 262962858
308 635 480540438
331 594 912370923
225 415 25192306
592 569 916559985
605 236 432000605
419 533 865491557
371 519 255310397
648 706 186724500
140 416 558576802
338 96 762372588
284 574 420085744
458 59 117189254
40 535 158620288
623 12 598794612
587 75 994925455
311 216 836181339
393 374 728410194
681 556 513018852
626 304 962837353
459 5 379025095
516 76 868713539
511 341 483730825
179 203 794259594
489 612 679040371
509 358 977593956
256 167 103766550
654 137 673469206
223 64 910072965
372 222 131812044
295 520 129301559
39 488 981375185
398 449 15306261
656 251 543300726
498 72 252693932
666 432 986615153
360 123 876507781
428 705 602622548
322 683 740160495
375 406 351330758
130 275 212067760
306 619 418423279
676 151 857602845
402 111 96487054
383 162 756801707
108 196 986687473
495 712 874755799
295 165 437201976
415 338 520268086
483 480 342149
206 553 811862741
49 173 193737826
163 462 168201675
498 448 958932046
53 342 13454511
480 378 852427735
197 657 753557892
633 617 682387874
347 616 642330762
9 503 598557591
143 396 874977116
256 59 858738408
518 618 831553872
19 48 366405886
408 515 52099347
200 499 438904362
662 130 239579185
79 613 149066007
91 327 321751484
49 501 200741268
59 263 590098625
572 677 998207600
260 120 582860445
496 490 704286058
484 218 847628013
480 511 930371032
710 201 770958846
243 175 171523876
82 680 339463707
140 104 729136083
570 372 437802630
652 584 237257260
225 219 116151420
369 680 352920126
447 229 271843191
202 410 414542897
492 116 208966308
255 674 240931182
48 242 501577751
624 356 144516710
253 301 387716984
554 81 242270729
320 415 63460552
351 96 583840231
346 297 300862122
581 234 799950442
520 320 106843998
450 570 280903712
705 615 114921960
371 665 266617055
583 42 405570550
65 122 532579409
450 182 927242253
532 30 646795035
531 474 925334587
232 1 750154428
617 202 168139083
581 331 727108965
61 342 774182782
567 447 682981656
7 232 501176443
331 530 889789970
385 605 625768932
526 641 831714094
220 616 758279789
354 420 514130034
150 376 358703846
408 123 300969041
116 475 138050157
130 257 95156622
642 89 944920928
480 61 934464317
158 508 560733275
480 678 580917469
681 307 751805729
553 627 338647999
646 479 725398778
24 36 996324912
483 649 133725792
480 578 778993485
624 322 82283984
616 59 840379799
450 591 310119374
330 539 665918507
565 515 638798138
371 692 746081574
640 55 858529153
673 631 963318182
105 237 661153158
101 247 392878639
352 178 917623792
18 377 272478110
43 489 273603720
643 128 248946430
268 33 32231733
150 46 892594811
289 447 528160372
229 689 371005661
622 446 642085100
507 523 701924668
618 529 769090905
249 105 736407140
53 355 882132048
171 523 815765944
533 44 804398637
129 437 862500852
73 394 691639877
309 386 63056932
583 687 651162104
281 86 794339713
194 350 35890728
245 274 692440163
626 170 151207344
294 313 648066212
135 652 399916505
640 228 466271201
422 520 735729663
703 149 683852237
653 228 576978280
328 302 345292048
311 702 613763811
342 485 413185230
619 665 942262396
366 442 122922225
691 716 908224262
304 689 388572755
151 273 641583746
543 546 36580543
101 445 726593155
510 634 64106734
700 323 212352803
406 575 897846203
398 184 317511787
84 41 893961007
623 269 393278053
314 147 147047044
678 430 919176854
315 277 577673299
475 583 927794681
467 512 208405325
509 236 941622543
366 580 243004943
538 230 401498406
101 549 849678799
608 314 422034292
654 604 777305333
22 264 983862539
295 573 647075846
79 468 458845351
131 310 603208923
550 402 189082625
296 127 880543238
411 498 261313039
223 249 822697487
511 708 830339376
616 484 816730992
393 77 155516800
713 355 93986585
391 485 376000348
316 542 726904687
43 571 223419133
32 85 202948099
571 681 73672439
226 161 208757863
350 164 153404827
184 414 488103234
85 168 175692396
236 598 997685582
239 1 455018226
707 660 284919983
670 132 199591550
588 421 267401652
142 658 594317403
270 687 542635463
275 87 295679747
421 186 115978997
670 478 874939021
703 261 970747125
109 229 400419592
1 381 11283269
38 43 758997251
497 714 228823949
181 597 589051082
396 655 850371986
48 516 677996765
215 629 702440604
643 301 956106856
657 462 704598476
385 566 198277131
706 91 950105963
201 280 266051112
397 530 142282020
425 492 974182499
470 349 378647257
25 145 394133400
274 162 500640463
451 185 309712647
279 176 752910981
242 114 865578840
548 251 893368026
645 479 458472685
561 385 88391776
489 252 144372559
343 438 946826198
239 699 200745639
302 607 236332255
661 625 328869197
636 385 695330570
372 200 537235423
645 85 896089544
598 357 190266965
408 292 710542156
139 578 159605330
402 44 375463335
192 252 258142118
176 13 272718270
542 458 189856366
564 211 878737517
380 648 716428218
131 478 924149542
20 131 643474353
321 250 523179788
367 453 380739447
673 599 605849731
449 507 571841148
329 478 255571203
82 311 833216954
41 522 280266023
71 251 181586239
297 403 21769730
161 339 721959952
258 386 973290476
387 8 523312691
540 18 802937010
466 200 405582081
173 694 557080836
380 401 1358118
600 636 453581894
316 3 333795024
14 352 382633883
635 466 844127906
80 675 52102486
618 438 653950425
39 85 461370751
220 274 274886567
191 318 41968975
502 601 66061536
520 291 649519516
5 443 996832266
509 301 853594562
521 61 425464915
371 158 19223286
385 681 915748947
102 371 426532197
50 172 543745914
467 67 793844326
556 57 789568335
21 238 452152901
276 40 434124514
24 525 477438085
488 196 635575653
678 23 214083828
704 10 567928260
330 473 571276038
2 606 432044263
259 195 306042507
160 591 736133972
140 698 519161498
523 620 232917950
492 148 65842686
686 673 177324772
300 72 4491876
207 470 17503203
569 334 573239309
518 429 753530832
35 445 540361455
244 522 774425067
112 273 99923901
11 573 599699245
97 146 887443861
635 271 524756617
464 485 235141115
518 135 658261005
205 211 430192029
448 396 730206646
526 483 723742995
60 172 806012362
665 344 318959873
93 448 221656982
93 715 55854924
342 547 388404565
666 190 997458778
107 626 137024257
353 118 621605700
368 253 648348253
418 65 268558834
6 627 494036223
336 152 400349669
455 128 915475896
269 489 753525770
614 491 819904447
597 319 235505180
241 3 887384983
360 439 981964439
137 67 620391745
321 626 826904938
113 229 614641487
238 337 463289179
92 699 401348275
654 24 252228256
326 569 343775980
149 152 902107681
527 512 525008782
588 218 427414078
667 175 711795547
618 281 337997071
544 361 565722805
113 390 70361447
415 38 227535223
119 391 167360310
516 600 316036167
75 555 529295605
670 340 610301705
306 604 736666508
133 370 45352267
409 496 742348723
677 164 815556177
167 488 9621348
613 118 913445803
240 545 241965508
632 347 471564213
406 630 659574597
560 424 873580893
393 335 868708320
443 307 148176828
161 303 422063367
154 356 829580798
183 3 854271457
463 28 841025080
203 7 274168011
88 170 249158870
369 666 121627334
632 101 573526928
133 326 689132958
332 716 123329310
180 53 37389116
203 258 403866667
150 480 59029153
669 28 729556915
252 241 566024691
30 716 856681437
264 660 694505325
518 713 19657964
353 185 460206895
709 452 609393549
369 520 307435033
442 433 841226391
316 366 361731452
355 656 27199090
371 287 119349756
666 689 747659621
392 513 978510204
250 481 652319002
295 269 822607120
567 537 297166001
16 706 837229532
377 655 131451667
484 490 633455791
44 604 724240982
501 704 941839126
196 473 257756640
434 457 193550902
391 561 231188473
540 428 418587933
515 619 908337938
442 629 106905057
239 384 988463279
398 18 955401900
653 130 685635550
662 696 937095291
138 645 254422974
410 150 566471485
402 75 585309790
523 167 527280264
84 312 389993814
708 111 682383506
580 359 127015767
65 438 559355013
328 51 835795748
682 531 111573493
232 675 62643820
652 717 448565183
673 386 885200240
2 144 888445234
563 206 412709073
185 66 782813692
28 352 134412415
225 609 357135825
657 368 154314929
699 334 663194338
493 181 47616625
411 52 204089899
70 514 171190370
40 465 188900967
56 607 140361458
6 683 926347258
383 258 997310240
203 376 868539970
272 600 329944037
8 87 640968625
657 178 155001998
113 173 968913434
327 199 754798782
230 586 92244582
302 479 978713725
223 304 60673472
190 503 910425762
417 123 897008545
618 249 672185329
149 320 586593568
447 137 675958714
161 111 397710237
7 113 266603390
181 243 205407506
660 220 722655394
554 540 243547747
81 140 193184865
13 175 789816215
377 225 855529872
592 554 752872922
252 599 496381825
102 37 383312943
642 104 560224344
399 370 17445817
243 224 661131314
436 245 358928386
8 678 684481677
214 356 466096393
33 479 434528234
242 415 812784849
488 112 857814921
268 197 205405752
4 159 73082345
687 641 510660374
427 277 894106708
599 79 5486797
338 514 604531598
163 22 763590068
589 300 138041059
17 506 676037846
465 502 371520292
485 556 922355115
83 603 325207957
660 179 640136245
302 640 394289262
136 464 552907694
524 526 589125324
145 635 852652951
42 123 218782391
685 435 204631250
308 206 90466984
414 636 523858246
187 145 295236448
355 382 100494584
445 3 442443744
687 153 398160668
495 527 20927330
517 423 504861144
544 113 523701965
248 7 842227247
600 89 18382951
483 136 618946767
136 206 45083821
613 607 925673521
394 219 283852007
607 204 621092866
713 17 582706482
242 365 747905740
354 95 563484278
365 255 821201979
351 65 367914462
261 561 230147888
211 65 101322219
179 216 940836424
449 357 259545785
104 318 640522823
120 223 659255392
481 17 184098647
534 382 754579471
278 394 464965492
428 510 189607011
558 538 157627150
160 333 952002637
230 520 599610114
384 711 147721650
449 381 428465536
64 585 185865795
359 165 935404072
301 371 787683854
76 78 762699953
426 207 565040936
670 378 696111800
361 302 36713770
48 39 244472440
294 387 719189458
87 202 276602572
300 500 962881461
25 149 212362695
203 140 549084072
275 354 725663376
641 275 442343180
444 511 398447811
500 489 841435204
209 340 602862968
417 512 203515860
74 681 765293840
139 275 147579835
258 235 226087643
34 329 668570803
498 446 258875766
423 688 692298521
585 465 341970882
466 379 847553318
541 57 177332254
145 609 927008761
306 333 129946177
686 476 597814091
653 364 887779958
658 422 430437725
336 526 756597553
284 302 168979424
207 183 292736765
597 87 757727610
470 359 132147533
413 687 766490435
221 705 297771230
90 49 92332699
714 238 250060044
352 553 494206465
115 605 43766065
523 576 484414046
683 173 642164715
353 492 681648072
599 579 516258404
16 543 775714784
100 412 614014994
486 488 947177453
230 161 966104245
434 353 676922339
181 380 73838446
366 499 879237708
317 341 80721975
589 25 274705636
576 523 388653186
221 241 446825621
439 626 861872463
538 571 891098266
510 181 984231643
279 329 996427694
306 62 788543462
604 535 713629941
710 593 242612436
241 436 49410747
197 84 300645648
432 527 328831414
314 202 794092935
367 462 773033487
639 40 434383975
633 459 511200824
181 37 696753183
456 708 614048061
12 57 798001883
370 545 368813302
63 273 947758578
68 680 299027221
573 616 988749533
288 53 485854083
255 254 393327174
405 656 410159756
450 353 635048843
619 400 346198062
601 200 602926295
645 714 429080984
17 100 536178530
567 56 717775669
578 453 338913286
449 242 552364240
197 585 330548171
693 237 14887799
520 420 339660843
339 283 894485658
24 217 879503945
657 462 733122331
446 337 827119542
60 69 9510870
86 450 926951577
283 136 507445307
178 420 939977259
434 224 219572020
372 174 549736699
626 69 860161434
452 524 555141488
516 72 322195374
601 534 815929847
244 539 849857683
335 633 496390579
675 37 576026537
51 188 35110487
372 562 110844
211 464 411211834
600 255 968442859
203 591 149018651
438 611 140631609
669 119 157085972
5 235 299269606
85 397 836039032
67 689 332521344
71 591 179335192
622 75 131434060
135 13 592654223
155 674 237445017
518 613 549429521
481 255 832961985
653 626 360093801
161 149 512640341
637 111 318085506
289 29 369926261
237 179 155434843
24 241 789030982
536 459 294555257
135 384 227627225
132 293 700405730
632 560 249296533
634 76 866434482
538 458 539635966
162 342 405295065
84 609 391350538
218 46 263787366
151 433 304450932
613 256 685198008
511 398 884671719
9 172 723604131
634 386 120949017
388 360 297958767
442 627 544769823
203 547 205688710
517 603 368781053
154 175 648700165
568 345 692718984
130 273 988647347
173 54 353273922
451 546 454174066
714 129 266458140
238 679 850335239
668 225 127136894
108 250 477670874
357 484 316722842
337 263 233864039
268 479 51185709
362 694 758251696
705 187 400489140
583 102 4681144
288 198 613324208
438 144 156834914
554 468 730721694
450 86 970669708
106 683 434914550
701 384 853436975
600 60 285870047
16 459 930717801
458 223 694870858
716 109 695017484
238 242 747579183
195 59 897713877
261 409 19237452
512 210 236864559
239 34 609474892
474 221 88956830
694 716 836811794
373 592 863731151
243 308 127587395
106 51 934856302
287 92 515405671
511 137 868238207
647 648 412351598
464 31 957643760
41 612 446428104
607 418 52423156
546 613 896545100
204 500 41282660
399 30 777696570
505 242 947934883
649 333 724191205
654 377 582232287
576 111 222637721
429 279 399355141
16 240 948655530
184 457 539432406
506 391 20852432
701 644 153567090
139 294 551549645
299 537 843327939
659 18 387412470
72 672 950916309
96 172 488755623
260 248 800649615
54 218 429302990
228 155 194743046
708 62 263442423
106 94 111071683
621 13 637088393
475 402 986536841
80 186 384223065
29 390 259615515
166 315 532031538
356 166 929745778
686 244 958351458
426 13 204823446
48 697 275974045
558 24 911865771
523 73 170130213
580 227 575922153
42 48 603822595
173 663 611795849
9 549 900516375
291 491 280580242
647 327 904360020
348 583 488679334
462 682 760426058
25 419 989318422
663 71 756219339
56 414 235253046
211 631 729164071
605 615 934579616
79 177 265163228
324 355 136376384
578 425 549385619
669 594 899038675
1 672 748002782
15 426 160272998
561 41 893831082
549 123 932892243
30 300 879128680
27 666 184665365
427 246 554802993
524 267 167059619
535 192 673528554
416 224 806500413
203 630 173363184
215 443 657510240
161 417 476216825
59 315 302681440
175 562 351164487
441 36 637299062
200 78 46092649
319 56 953043704
98 142 203612123
42 7 345053961
573 546 506132589
430 382 321529284
678 465 730446748
61 115 466884900
633 420 957882321
651 509 857764305
692 80 439141069
549 106 644167255
390 708 306133184
24 221 380111970
340 714 877214182
301 519 664665589
518 220 5200785
309 199 675077308
312 167 761691178
363 118 178833236
85 155 773185133
483 55 601918080
98 664 987688515
37 674 417192588
21 426 968264339
103 591 106508735
309 6 57048084
117 35 197858049
224 609 866350186
650 679 801350254
92 603 391222741
405 548 626070381
333 491 476419197
226 177 664131090
687 441 566456945
328 77 275099537
317 163 652712331
504 140 750079031
81 237 878557840
551 534 266363213
152 333 380845092
244 614 111756364
197 419 856714136
210 548 717249861
488 254 688705656
473 573 82943200
429 624 340891289
403 298 859836283
459 615 764083608
497 300 140198554
493 120 87594248
303 523 335253521
585 61 914375942
159 179 456905026
151 575 769800392
30 59 584616514
15 462 201986577
259 636 797599373
327 356 450357162
387 603 756384566
635 643 302880234
189 102 700939060
474 79 806259365
634 261 685597680
192 426 831552968
641 700 688936906
669 95 104468652
335 259 92847658
625 448 428072681
410 80 863797232
269 458 669735613
353 634 432833943
542 140 428400498
408 516 894193077
396 137 151284865
254 683 847488840
584 282 615697036
405 300 844804603
91 65 139216218
267 341 637065549
262 519 60014608
203 452 181576048
467 111 220693769
201 337 576847699
641 506 208384785
311 347 221175956
363 186 820682604
190 458 77069442
611 45 617083089
239 162 445637357
619 573 335435327
116 414 322736740
680 621 279588377
63 489 842202922
151 457 468111365
191 115 540526094
62 292 322850928
486 651 527575476
134 260 272680151
351 235 629114660
605 332 243580167
716 514 38541380
122 362 70194212
374 281 370792220
49 683 983522778
342 508 642832008
33 235 452596468
180 192 495920293
560 58 762134712
164 225 803020612
446 56 583278628
488 300 285661414
341 589 458399345
475 248 896338857
345 162 769807755
73 449 300448495
433 622 459860819
29 563 201366536
638 224 152484810
79 366 857904405
155 251 938587332
156 37 374344404
96 320 606025555
681 148 6388714
270 314 117382183
102 341 566495278
711 342 106904506
373 72 424711923
711 470 832374754
470 343 457035906
490 690 399740459
350 243 360234530
540 596 25130880
616 443 117657215
570 10 767351409
356 307 589906479
429 530 190487346
35 34 339902512
50 136 175204157
16 603 657389848
255 343 822389527
41 459 752885751
228 248 361381491
377 486 732941925
96 307 264373471
681 63 117837386
110 61 883471991
302 458 458205077
238 424 397944261
215 451 310038684
281 662 668100501
517 218 33620873
145 312 947786835
146 599 975660768
688 174 924647845
272 375 888619142
608 225 23551465
370 330 69644512
249 371 822622565
713 340 47849770
29 635 902982425
273 151 996809345
218 339 96482280
572 573 631576800
670 336 79226248
33 511 398164004
145 563 866234659
525 228 959400304
522 508 355355921
124 419 222988434
410 224 886404004
633 165 259631805
170 298 207428813
626 587 979485061
426 3 995932915
383 393 397817058
103 21 698727903
349 650 465912438
63 246 921131455
625 343 130600823
60 119 954233111
37 585 216831696
714 203 742600483
666 187 800443593
630 100 291355021
497 424 105184300
295 554 166924056
264 100 65943089
169 277 666626527
302 475 50735196
181 423 95650371
2 681 714081359
310 690 553070411
10 609 571818294
541 74 158004784
204 220 995596521
574 479 521073574
603 254 650336049
436 613 426295849
236 296 848036741
366 540 24370232
690 568 111888335
165 8 757013742
496 225 265241614
560 327 305710506
347 507 478416890
222 522 32616784
451 31 332712391
654 52 761965260
238 529 730184512
578 458 546476037
58 18 439350485
627 184 687473210
511 439 820243921
452 106 821564781
554 492 29320503
308 565 927591859
74 62 230552463
234 99 850098601
451 637 829689210
103 235 457436894
544 54 612171769
110 587 192688054
515 385 523559994
82 673 955208106
132 496 766395752
387 365 220125550
465 636 499016844
652 82 630664454
256 357 555528247
194 672 427653375
367 178 495377135
279 32 308647010
696 548 862579810
490 343 377627422
376 434 492448654
229 172 809982876
675 625 735789223
189 488 626761148
418 445 949467907
65 173 504212549
519 303 808555497
3 186 894526205
656 555 530081964
368 385 552314477
565 486 299287542
202 146 510874760
262 404 416679941
497 240 299926422
692 612 40079673
645 257 623100607
125 199 415291123
291 391 341885537
108 203 610373492
329 199 728380284
42 651 350006597
653 467 870271154
466 157 122784753
85 287 969318099
200 505 421668288
491 181 222365671
595 550 212714897
563 181 388346580
646 24 34569107
90 620 997286571
358 132 305482029
270 141 571206980
667 183 60332058
289 83 344443133
406 498 843384908
283 305 976160059
168 580 793732041
572 562 313880570
172 167 884700594
95 230 239548291
186 458 906947723
304 704 474332051
544 22 539722454
397 323 80684667
141 108 934446467
582 62 927282335
155 406 721738439
530 622 764644789
698 165 82244508
394 206 936606279
336 82 359585081
367 557 533283230
658 521 811947649
610 464 31300162
236 663 71258946
204 339 649227109
617 172 212493923
655 701 647452860
680 688 364002116
232 342 676011381
577 535 93434492
357 686 501607431
350 107 793456807
229 588 471451209
72 394 478869525
537 578 723433039
381 228 67856012
505 116 899380867
18 570 179585148
546 667 164765444
123 218 653203961
593 136 365522042
413 400 284493874
103 43 195689407
136 453 83841351
546 217 988057056
121 366 409215818
390 555 315596453
516 566 594375071
608 263 584295354
660 393 154154804
24 709 144170932
505 518 250862241
41 416 261626931
116 394 267302122
687 490 972007550
444 578 446180517
244 52 566760708
478 706 583587172
36 562 964054199
76 342 573325335
673 312 699380274
643 644 326699493
115 110 935341826
612 72 249245875
121 601 189972029
409 120 875933933
233 569 354896485
9 716 49765017
125 264 650547965
446 344 544283220
239 624 818472718
339 624 884739438
599 55 425860483
373 150 454207924
546 433 176159783
501 339 23333140
402 470 663590010
241 620 349588196
28 23 665295247
596 275 65755845
340 694 148960694
625 638 385544939
673 557 761299051
404 182 405388713
433 519 772800585
70 353 780645309
643 508 86612621
63 404 289893050
505 40 294755378
168 342 254380921
326 412 187806009
366 555 808022348
102 507 510793762
453 102 28675956
248 156 556109044
305 351 165223115
466 201 863704450
257 181 482841963
165 629 471321585
85 127 548829542
305 261 905445211
323 103 794431544
168 311 120150050
505 549 349628569
344 226 343039640
666 127 58865917
683 356 842625289
466 705 375810350
708 542 769002373
647 547 606960884
539 123 429914089
621 240 232517517
571 184 850304172
138 377 826731218
423 143 304171209
516 192 478580682
607 580 749934397
230 526 980298771
74 43 980972291
610 425 954743977
416 646 271164338
238 434 760136995
432 491 99936980
70 151 163637768
586 242 968637307
143 611 857850417
119 444 837636002
481 252 398170834
477 409 396057059
221 688 307129013
610 715 493849187
331 304 906704928
83 513 544460656
455 284 738504966
41 197 428205756
450 38 487322354
555 84 709901483
470 407 859906705
158 634 689417908
666 337 428794272
703 196 309717891
19 318 643201730
376 76 767469558
186 442 669307418
472 547 555182297
209 314 776498663
307 147 253822081
311 216 325811107
414 176 940041334
588 559 933851693
469 206 152494842
176 602 877489258
88 157 953109046
281 53 546932281
308 683 599694709
222 229 22906662
703 586 702890150
362 280 958129579
552 149 50050756
501 504 868016911
561 283 300239453
172 450 694647053
500 689 913854603
14 174 494417979
121 297 40742956
265 351 637942272
323 600 384102522
527 379 246382428
605 608 189700780
169 425 399628696
372 220 228101776
404 267 364407141
597 228 233380834
95 643 548831804
19 251 832512141
221 661 134718683
440 115 302443719
370 566 958089563
200 571 570469948
215 139 465509801
561 574 60535213
317 605 115311812
137 100 646353941
601 561 925948209
45 259 472570756
343 243 250051986
107 269 86614206
129 310 263515993
162 105 490835747
587 391 274007371
327 440 598934933
204 237 571733496
632 417 341131555
415 321 868048592
707 701 429016009
485 387 482548913
203 712 314431134
127 31 698301542
155 505 902962483
533 340 936659071
58 434 308044708
582 438 593399954
539 373 60264168
132 296 764424113
77 45 812731033
661 393 372010788
504 585 460645755
29 169 931588611
74 76 827003663
677 82 966958907
454 546 775142010
126 400 839396875
475 241 930535956
80 188 767372732
24 598 419994725
379 392 163031545
229 452 944244674
248 206 29667964
267 44 53163974
233 179 359930308
473 125 636638915
51 86 77665950
419 79 687340943
597 453 192508969
169 456 219383466
542 140 442467394
430 53 971376835
293 495 814453450
484 280 531889582
475 92 604226696
446 413 73281223
598 356 85429240
418 75 86278517
27 80 792481042
683 376 187490152
48 197 545044423
603 180 849499914
7 491 568890963
62 475 78548251
252 85 977294866
195 647 957875313
579 188 345903539
696 658 779607271
175 356 452216343
247 331 944919234
648 627 327326213
382 203 107117188
305 649 460997727
404 243 456429622
256 334 985895174
690 312 593463435
540 91 212028375
390 714 986275949
386 42 851618918
628 16 331796300
80 303 602185782
709 338 858863437
708 112 742372884
342 20 39671546
78 239 401199575
70 528 665136983
176 468 18899346
456 399 816325287
531 477 699934702
637 222 196072918
583 707 899252090
672 504 640327711
42 476 360973238
203 579 448540777
419 614 265417031
5 56 519891878
219 181 601595171
447 97 2069234
383 552 36156081
695 474 374823753
146 364 848784832
662 232 514626561
292 135 792352008
247 691 554686081
18 224 560543873
335 443 173300983
165 687 48045323
243 464 208574618
603 224 173224543
432 325 493166058
588 668 237195829
294 143 826491420
548 658 666224841
470 589 787286259
638 530 191499994
440 331 989276258
532 226 140761584
306 598 938869015
584 622 814453947
17 373 675160866
431 282 951943600
272 552 297177111
519 403 578891939
535 697 943937421
123 270 650545563
401 108 395317667
667 506 313371975
533 283 496108691
580 194 52887975
638 107 444106690
660 29 90091884
623 615 750953504
554 435 535103567
305 146 164195887
355 206 45419176
5 147 508350997
444 184 213107390
279 261 727022824
554 620 176616669
581 221 230512455
160 254 105559547
147 703 267886699
189 218 8343134
301 252 702049981
209 37 417170158
363 499 993419890
418 655 724517551
592 554 322915564
458 547 9163231
487 490 161176201
205 153 538992317
511 84 217997153
383 570 904852054
429 430 670324620
489 265 446136016
669 310 539740939
621 663 529400279
595 4 205460606
474 74 916013665
621 82 964204238
389 215 806010746
306 216 426405040
219 709 259080295
128 445 69482532
709 498 842739516
9 188 244366356
581 679 333586429
241 284 733581519
585 557 773890713
518 495 80085870
46 388 621987165
606 389 196356358
207 205 676395801
52 614 900857756
515 308 993012722
291 281 363201015
103 583 431996715
517 282 120745283
583 407 824444819
178 145 898010071
554 410 181362359
326 612 975027454
66 92 681026581
467 358 965703735
45 636 819659569
523 368 85354544
309 560 808612731
315 261 16302727
151 480 476719335
312 600 156233741
53 534 388027870
305 398 344279078
703 571 303030571
668 117 657479796
301 350 418581770
269 565 162001784
670 639 860902260
557 578 880736889
126 444 469258132
139 293 200041511
527 149 969611223
174 620 152064506
362 562 19669563
382 291 312939310
248 36 740833847
565 665 810280844
419 660 726201135
216 302 419676385
280 707 780798236
93 557 724030721
529 370 733546960
647 298 268244340
463 696 920589623
15 90 744451601
37 595 375704620
228 202 380262660
106 449 811268734
487 241 811973002
277 164 586254298
256 212 785925567
478 409 299602241
537 716 178877074
511 10 652497113
296 312 488484435
706 31 750412065
94 657 490542329
223 270 685035414
213 468 476545558
24 128 799293461
576 242 535158113
670 131 965369091
662 587 842250492
273 13 922079127
610 36 572199104
408 15 321335712
379 461 140377793
109 276 198290735
352 52 233515155
218 25 435910856
262 390 824760071
480 671 391052230
173 638 536961711
546 624 151871578
554 654 18246534
521 636 48467735
311 166 726508554
261 376 692111041
333 507 816531767
