425 21861
84 113
249 413 389421344
181 368 686397427
14 413 426658556
350 66 911201481
272 241 328155184
150 297 700502205
85 380 21386317
248 164 565654286
27 146 478145628
260 236 259861622
131 414 100320855
376 221 130220868
275 78 135629918
43 273 674913741
19 152 749954885
171 18 579046504
87 176 983984416
153 190 10766429
241 101 312799826
335 5 225794636
420 219 867424218
421 234 865610087
262 206 845557702
108 1 213872160
235 243 363765149
190 277 694486320
88 23 452421560
315 98 261008267
283 215 598120988
416 4 418648262
172 26 352922487
417 49 769190161
219 278 605173882
182 108 285214276
192 32 791172483
162 117 81007342
403 328 63138123
24 63 282515318
19 2 411139672
264 160 134111055
282 89 706767572
279 301 584477286
135 317 134003212
208 254 180674748
243 215 232963600
89 118 375184802
113 201 693765391
282 146 452731066
421 204 602604645
405 324 6096547
15 161 575308010
311 285 28355480
135 289 710915600
204 171 552938319
8 221 223717404
385 370 25541920
363 90 433885772
1 136 859932792
369 348 98666912
85 20 537088713
306 410 11613923
146 261 221531939
74 193 190702064
59 76 139324134
304 4 286203768
254 238 459754247
112 340 886042278
129 100 140800719
259 16 939632484
299 365 965515732
166 242 916595934
214 198 169270233
123 18 489215842
210 221 937948307
348 62 929523418
126 136 947739055
293 206 808500004
108 218 333487961
215 133 960247492
137 381 314569474
55 85 293789305
98 306 272456377
11 142 521263072
120 224 147833676
342 389 657565163
227 277 818822900
30 337 6867995
8 10 295732657
47 230 607014048
180 393 123661339
85 213 769392874
295 195 742694275
403 194 709795500
39 98 554729890
300 96 316344944
233 288 853911033
314 196 353965250
358 390 194372020
21 113 484313670
116 334 240073067
174 85 901716186
72 267 463161910
416 299 467363363
126 111 52060248
58 136 935946907
422 69 290223844
394 213 384897564
65 40 45178996
274 420 80521217
83 88 647624034
419 215 680333404
74 191 744864174
411 256 495267607
95 87 191449641
309 310 143422322
92 382 793152107
362 113 286372675
120 385 184049966
173 382 841780392
211 47 580360829
113 53 153474771
12 142 695936617
321 239 805465743
10 90 415141000
283 202 711822583
361 12 265314330
157 57 667686871
77 25 538099755
184 88 102495848
250 378 455684714
306 126 357502001
344 230 628781152
222 9 292826267
195 245 105223891
300 69 549719143
420 299 591416996
120 273 317036529
16 146 975959795
23 308 384943241
341 137 16732991
179 106 372390897
171 277 471659364
49 154 411816077
349 383 573510119
281 359 623304356
350 106 100817699
420 193 335591162
342 172 311652757
257 117 208835240
29 282 855100847
343 354 973697407
349 370 381009011
64 86 105794758
133 155 957999897
70 311 86516288
414 222 198128576
49 385 353659732
379 175 339506087
352 181 899707481
72 162 100481064
138 111 672617718
370 376 412832651
382 114 10736706
348 414 202694127
317 79 834851446
166 359 643711507
405 15 850115059
415 221 904219412
215 368 942346590
149 356 789126737
262 370 127619926
14 150 988566863
405 149 777181287
313 40 796933366
411 53 75429622
182 151 854271667
410 248 908115469
177 304 341739874
51 219 183583773
180 133 363807122
113 160 180261834
255 91 322187023
9 417 990889624
92 7 562974639
230 57 944885682
81 309 19190244
69 224 303149620
302 265 130914794
294 363 7634803
241 196 916630248
96 103 821328884
267 41 788529633
14 399 789505965
189 126 555576832
317 153 983401937
261 121 786092588
46 185 53436695
220 237 673283860
49 389 697764100
157 421 284087659
260 150 493815679
171 401 459894417
171 328 698789555
286 167 576710341
303 349 756717441
352 78 602318325
306 172 856279028
384 272 345872491
53 138 596115253
299 359 221379706
201 238 211062771
90 105 482498450
329 304 951045629
164 171 285078578
111 306 794863397
143 362 415401302
279 168 942441101
47 39 368044842
425 236 531266992
79 95 406770237
226 160 467205466
73 162 861192658
326 270 804944826
299 175 876221807
18 316 297214536
291 167 105087358
391 75 399256659
367 360 932367416
326 226 425882474
376 41 600610499
49 181 675574721
157 351 841844478
205 193 678661605
29 40 218265236
371 406 824759536
77 155 680093473
278 188 837461787
297 127 920533703
191 221 645822010
261 59 367087900
69 34 535401807
126 285 612885302
382 4 801050699
141 335 32894128
271 164 811075401
56 350 47644890
42 43 32249476
53 135 410063581
311 332 658898048
171 389 935759790
192 232 438422128
98 327 258113872
32 215 890639719
85 288 299750781
425 244 304400484
241 59 328850446
377 115 790366829
62 168 689226334
255 87 62886409
84 264 860675692
358 418 65783726
33 370 377645132
420 21 669997242
44 336 869037868
320 51 688823161
388 361 901368653
193 309 436259434
145 50 791963233
376 315 381339211
386 68 650135811
305 205 533578807
57 93 63410225
421 304 480031320
153 55 962426109
303 337 130196039
206 65 646713850
187 93 213649198
303 136 607000441
314 267 834779840
279 208 498953829
47 208 791219632
244 374 849573604
90 200 112710496
388 286 869707471
252 272 319800102
248 280 612601052
146 58 342118814
110 205 842023295
293 129 18808876
425 53 468743381
88 54 319431535
49 152 934033174
294 10 708325813
292 6 208056353
97 196 887558543
240 212 554975758
240 26 779760914
293 71 327741796
374 394 703260890
320 414 515169908
200 248 603998879
56 424 185450077
346 409 679010556
255 393 568135624
136 63 618953574
199 122 720332233
395 20 570620061
109 133 564290343
134 340 500597402
357 228 450241609
252 159 66221153
170 221 998691330
201 392 291310594
244 207 534063120
65 200 91538119
252 174 839643985
63 304 595671802
146 18 154796088
78 177 895881937
85 158 573598065
252 146 979341216
256 48 557367637
378 279 88162583
293 116 345216632
60 266 381327779
109 336 465498823
85 345 621116604
273 322 584336767
174 388 656718088
268 120 141643083
128 359 193651809
46 223 408927326
9 147 604038983
48 377 526430718
419 375 702275407
408 143 584336610
196 111 346961736
241 258 640764754
396 211 1454743
364 301 705253941
349 356 28459105
406 72 600439194
250 7 165121367
411 367 897987164
2 294 398166231
161 131 549590153
126 202 659177220
215 421 571668581
260 305 481080135
131 242 249551116
213 252 291466637
216 397 663066942
237 341 420886773
25 31 973273928
151 58 675667998
360 159 918689550
410 357 611165839
60 419 851590461
134 196 261024447
2 220 259248799
56 281 322756349
152 148 505472491
397 323 567402755
196 277 540633443
153 211 981984586
71 224 31440445
226 382 31191959
350 180 169765024
353 374 402954054
83 158 799025280
403 223 445053665
45 53 938302630
34 10 841736982
233 349 241963202
251 124 371841222
273 410 369778523
231 274 265661160
73 241 586332939
261 142 420126023
27 226 971393852
407 146 527553946
209 220 185759047
7 390 821191412
258 218 435340
344 377 584518939
290 217 439987326
109 201 537501885
24 131 881930
398 137 377703634
235 305 967141034
65 240 813549293
199 349 945285583
202 303 751741682
95 380 482491908
259 317 878958124
132 64 755281123
135 89 132087132
204 300 67473758
83 37 481399250
152 263 47029783
185 223 310006841
96 295 681900702
290 50 782998735
76 272 787368956
415 384 217940158
303 184 76179587
389 116 645305706
5 261 308959587
147 92 909320705
403 370 397696532
136 207 26464775
423 145 964015298
91 339 790926715
242 224 666948126
60 59 152100669
132 215 848026874
389 340 541688655
198 143 225840768
386 161 945553192
14 280 766261380
413 336 277060538
135 184 729269377
240 243 742901770
349 350 177439688
340 298 852559040
362 385 346089065
144 257 177287045
44 226 446011224
279 2 375977054
211 120 842267597
63 48 215809417
239 124 146139834
408 182 79182094
53 100 295854019
44 62 638613378
8 311 892237999
133 273 5835371
191 115 164163412
374 110 886287633
284 333 792827875
321 325 966642506
126 75 499646819
315 217 180041257
209 123 733968449
216 393 687919066
62 74 291036705
211 126 629793406
63 246 962980028
265 128 306755226
399 227 145784693
349 141 153669260
350 247 225565269
356 328 997701024
365 8 213675001
320 412 661197020
258 35 362856441
96 377 336421842
63 100 18758429
62 241 85848563
63 212 525747189
197 210 612454237
341 23 877792499
206 236 194971477
165 90 29285170
415 214 303613479
315 109 962201077
208 400 71045395
364 369 600099436
406 219 965488778
338 414 721447264
4 24 518475345
267 207 683433518
107 13 642031606
228 370 697702519
398 417 193465536
219 365 888311557
351 273 941412734
39 305 676597557
265 220 896861590
42 118 808694033
403 77 100879136
225 406 434314234
50 327 708207732
424 198 928513919
21 304 61110073
358 173 667990032
287 121 730856470
275 91 224533668
419 85 810635937
176 263 556866103
352 159 849305591
392 226 165890310
35 150 697010224
305 142 478925112
329 252 997359118
134 323 118090970
315 173 172150126
268 76 485224337
335 356 497330231
54 113 195602287
292 47 224093855
205 151 503489264
85 126 182346932
227 99 708240395
100 80 650313593
361 45 573328635
267 355 116573950
286 384 924806815
349 49 976180276
5 76 647170579
337 331 907825839
342 14 716749731
307 246 434805155
23 310 760797207
223 34 618948591
291 273 981119332
8 393 643400856
390 66 147895051
220 167 757710521
229 385 344452606
175 153 979467668
329 34 169569573
331 271 384014499
176 425 370632707
175 70 843669429
110 90 436351211
219 385 940609173
259 315 766954615
325 105 298664187
50 233 56298817
183 368 558043014
54 389 423315654
230 130 383033255
176 20 131169077
406 421 783262007
8 93 29100377
303 300 730775807
331 144 11483448
136 295 874442861
283 384 494665490
43 235 240606557
131 47 886889879
311 132 599941380
412 128 486717740
48 286 160189522
404 290 561251918
384 305 661409215
175 118 437697662
184 373 530624234
230 145 515833789
269 79 332598331
303 195 451720078
175 88 692641232
65 354 475332137
276 259 497851012
208 77 58170170
86 273 336433546
352 311 678228944
185 268 370067553
262 187 671594134
24 313 119509213
120 382 785973193
43 331 337143773
230 306 111315966
97 155 992900117
260 103 891513535
256 107 232835645
416 311 291859438
318 256 957685220
26 95 323150934
68 79 747368775
181 346 20599176
53 189 808060786
295 417 507179299
278 174 420829510
214 13 690545089
198 340 337782925
200 167 725567751
289 422 503694424
358 396 485247606
3 65 302068586
244 240 608100092
286 173 620149804
227 148 758648187
62 118 339499866
250 41 131159472
15 111 601003276
127 318 86882306
358 383 459468937
386 19 85449636
207 157 580228548
174 51 264886634
283 387 162965095
368 358 352707023
224 74 134650874
276 159 292272833
419 22 44974356
63 310 221227978
307 346 281158157
1 245 987076217
186 56 949865805
34 392 302156750
3 50 882585404
390 15 68632844
215 308 605735054
238 237 939939612
113 9 361329885
268 283 50429401
198 340 995621065
366 291 613627310
274 281 377375944
103 135 783644440
255 131 764227977
373 392 578831201
353 76 446190606
244 264 185512667
61 218 743517757
201 145 831176871
342 343 620541755
42 128 468705794
382 345 677984683
211 264 952223811
196 327 960966747
383 143 950351608
389 213 938350229
305 174 734567476
378 56 304079898
117 131 655128182
418 87 202214569
306 47 540750910
21 407 320974750
184 314 67320459
102 422 645921454
389 293 588727201
400 266 754439292
331 328 569843275
198 414 745714314
406 356 819428816
109 12 859180312
145 114 514119726
282 46 163971733
308 165 916693870
77 141 675763083
236 27 580414519
306 364 126896307
5 362 400586065
2 274 254621398
225 254 280994012
27 283 960205615
223 149 674002223
309 224 584366764
161 144 437715951
349 72 910030661
391 13 137126720
349 326 750831375
279 381 999739629
379 267 466367585
129 142 196560387
357 351 12875173
273 227 561068865
399 16 359730138
243 143 694579222
404 16 917200422
413 215 503689877
178 252 758883185
323 165 743842001
250 67 309856951
65 164 798164567
211 132 698582157
89 363 163515198
176 245 495259194
309 97 131186072
111 332 471598371
371 43 167197139
154 288 551038160
120 325 413949876
91 345 351456649
173 303 671072812
269 195 702740699
342 58 630163099
136 213 544149751
296 358 115994304
68 410 598900841
351 297 77795461
139 336 119554972
399 205 993108962
222 118 88232623
397 306 571775739
160 70 203240441
412 420 176811941
236 307 695416928
413 135 281025258
128 364 662807499
35 98 841202364
155 385 391639442
30 157 323671228
92 24 438798787
151 166 970594621
166 397 57354763
94 196 700085614
30 126 831779030
286 343 416565222
68 67 600542702
141 325 576243236
87 318 179223226
421 132 788869326
99 380 94879030
168 262 853945211
255 423 429273541
158 175 770154901
24 327 739537095
196 199 173465420
140 110 161963776
131 152 76551729
350 199 648290823
398 336 19189014
67 117 257286087
152 304 314973271
334 279 31090144
421 41 983259802
362 381 644308642
182 333 378311969
248 11 771963805
251 8 8753883
30 337 684054306
389 127 825428857
86 425 411236364
47 82 29270422
65 422 372912774
36 332 84169687
272 199 954479601
27 406 925685449
38 15 715677106
6 280 332615660
133 270 211707551
84 250 167865673
217 309 210006441
43 114 420016648
183 311 555293824
158 90 865373311
138 84 125459007
385 261 837356934
247 239 864540280
146 165 606025352
303 72 922716651
135 107 426095479
366 279 5835675
272 339 787088812
345 419 843717073
134 106 985423297
211 285 138924207
406 351 620366161
419 421 452483720
182 415 881846123
365 319 998436738
152 259 666932113
129 414 224666109
402 406 945600367
365 64 902994473
204 260 36047914
177 130 634750226
39 114 951590358
266 253 922333198
285 335 550208075
153 161 236328975
77 378 350228461
147 149 99839555
245 400 250197803
4 252 689437128
103 91 166501582
193 6 747725064
255 184 665949838
204 251 148854055
353 216 610348673
375 1 1149759
269 261 967647469
348 368 405858989
251 226 72252443
354 180 889423381
28 238 730595737
169 289 772159857
211 37 515232575
106 250 847568872
18 370 552302840
385 399 41735733
200 67 365628124
403 362 607154601
143 364 469815634
365 194 77776790
291 187 477876262
269 351 399555981
281 412 782830576
115 179 253378500
47 26 634644713
352 371 510395317
345 302 13027075
225 334 704951434
151 54 526961986
73 380 805854631
149 282 508599275
214 28 724703993
44 80 419711165
407 91 564460438
189 249 773125718
268 211 309114816
341 115 361968385
403 101 873319019
108 404 376627354
89 301 263721030
251 20 868747178
317 340 527073529
344 24 645658459
357 111 582084462
12 91 617581601
191 220 767118031
88 241 55813820
21 69 126991082
102 107 820473984
404 262 423425973
264 79 389861437
326 413 101215208
407 219 687574632
49 71 771321668
344 26 465369168
145 239 733453393
46 367 6832151
297 130 121442781
9 309 333774774
381 288 216902712
140 237 878234405
307 144 906004330
410 356 373003896
139 354 246664327
254 219 992113119
54 47 874946629
307 209 312037749
246 76 336799064
316 397 405356246
184 229 312420092
241 261 707837427
296 25 811403077
241 98 731587587
63 327 686946289
407 333 916288679
387 328 334656423
164 138 620896292
304 380 211672958
251 325 896133338
360 56 630228549
294 13 816190708
127 177 430812369
282 186 844464517
279 171 198024799
246 315 715639160
80 180 936979490
4 236 797754477
195 20 864789844
114 299 294281091
242 135 221329022
112 390 310744004
31 63 274001482
152 352 425577720
251 239 286130159
252 294 799567002
125 39 365467693
329 229 975916036
143 69 542309551
408 111 567951897
216 245 634919898
80 65 127550773
186 245 592578080
371 326 117169888
148 179 260856682
298 10 916561751
72 323 122916751
207 169 296129500
219 138 124588938
367 5 546647182
201 123 889732986
305 188 656024560
22 123 637315918
118 138 318706751
333 203 82384614
140 395 558455317
398 294 917344770
272 205 614868968
24 282 290093594
226 411 547266791
201 254 369430098
132 87 810276878
251 47 703835419
224 33 243732832
224 197 527286919
13 224 119619182
220 404 660902633
153 308 701105486
363 81 97910895
418 333 997938422
156 332 125562854
392 46 260880788
131 250 937787798
276 340 678729514
112 348 49391182
389 313 362088447
396 399 300118685
25 255 24735781
106 397 136199389
186 68 805450642
13 374 365453883
118 45 547865129
237 77 966207030
106 148 888028839
404 333 153989834
181 68 108804030
177 28 122943284
250 123 506302156
32 92 126878595
336 306 338477976
231 298 607922776
280 278 743860260
336 372 386244394
179 274 316543882
373 423 126364465
62 64 129674575
264 331 80400315
175 340 91891584
346 8 54557132
406 166 119469382
91 422 489510219
172 243 811901690
196 403 731633101
294 285 796714642
48 136 28397506
13 73 358456
353 305 365907566
167 208 857848902
332 46 5417074
272 215 199948084
225 6 297359227
120 271 557573600
348 332 418649597
408 423 76237754
420 346 185520966
170 330 211779898
9 303 843679016
65 220 154340176
163 78 832296854
395 24 746459523
311 172 257294827
237 30 722353017
225 411 75026358
74 260 98261546
124 272 837998191
69 64 645235681
400 247 508184225
211 180 331453133
67 311 155477324
169 299 128275053
31 298 488090342
56 335 185757643
44 81 113632169
18 253 868378861
132 230 84141140
3 218 771432374
24 284 567277626
8 38 989906506
188 86 660201911
346 214 566267031
379 325 567621189
116 175 935936096
237 93 924679196
268 155 172949628
294 242 152001181
409 320 150913554
71 142 438785840
131 121 806306292
395 164 505393581
411 278 986384939
309 401 467710133
418 76 859759213
117 283 635929390
294 74 74577667
65 275 190834572
376 241 691693697
84 249 976232536
380 205 190262147
350 103 966953332
339 188 426173913
291 18 349322374
152 347 617564640
421 149 950973244
347 300 568127616
381 85 102716003
150 311 425725419
20 318 139101270
197 373 737616304
42 276 430995952
223 288 483692080
54 366 414722784
406 343 290379930
246 114 60131685
213 149 477973816
176 365 369443336
231 179 309236224
353 118 316893908
72 86 773738584
27 275 335914576
284 99 368199155
379 253 84491760
319 260 199633748
409 285 727066358
53 278 199677393
246 119 180363540
285 337 475559647
148 127 532161896
367 358 614090672
17 39 779918325
386 56 781339
8 344 858416570
148 309 737686189
397 286 987870588
173 241 141852084
137 314 922508357
38 271 207776089
361 210 972623412
205 63 920224733
421 290 354091924
298 54 792688791
201 205 190223242
275 405 543285706
412 128 406075050
299 218 369124972
302 403 219674963
14 99 22131370
412 167 770256734
422 272 576542501
334 100 749931751
349 377 26657498
2 63 631841294
61 157 728746828
256 422 836376266
213 33 156244030
299 223 862401031
73 119 36634243
187 148 68855074
240 206 885682682
422 17 965318479
342 226 598381790
253 58 422022773
295 13 368268771
356 313 615609341
222 195 359031761
108 162 748258913
150 62 707809891
304 53 640836984
305 159 392177732
71 280 314581868
101 139 647217989
103 142 13618098
59 45 619568100
319 194 604186939
212 122 246768317
367 172 171571842
379 215 610041842
86 327 842800556
150 366 570690266
327 101 797074901
36 9 409543273
184 98 447150564
384 282 652277569
287 361 570331174
381 41 14275038
183 241 129690517
181 379 286635113
267 393 692602144
325 251 626936359
412 215 87172327
87 36 844733510
145 352 416070312
88 135 516441727
377 75 785828763
81 192 715901375
154 374 196576317
158 406 775483979
162 285 410204798
296 113 878114139
356 361 127642282
100 347 196492054
318 349 96046675
158 73 166140890
212 279 860050354
167 225 467011477
417 390 423725491
257 215 834149496
213 83 629313698
77 262 74965623
248 9 920485594
85 57 290656516
285 297 36500101
418 395 440983197
420 121 399716305
182 326 863222834
392 250 414876290
191 220 959034200
314 288 700419307
379 182 486227902
353 219 16903034
176 212 111869790
152 412 22315884
138 395 326521818
293 186 485680016
191 144 2772793
29 424 254071917
24 193 786511539
369 296 518604274
234 351 272310040
205 44 840265267
100 160 596682902
169 12 712839209
49 245 591437867
137 152 146367350
247 61 500432893
260 79 841982257
367 3 434937827
222 17 165807966
52 371 571493972
103 242 327749676
285 174 904559458
415 375 231413537
323 80 784180096
85 282 922553297
133 387 431227424
163 417 432331567
378 224 332367556
158 232 282037611
206 299 441052966
108 152 696768080
304 249 595319304
3 290 338329396
187 243 367036600
163 164 995961622
314 192 874679434
422 275 915567434
163 328 432211909
174 277 195148966
376 172 817338272
104 280 52494946
193 125 130725029
365 21 913127001
261 418 536429186
371 391 579501546
108 413 465481060
241 182 710795082
65 413 352866306
224 132 329493230
399 161 940598315
300 69 427070101
156 39 74779994
167 298 388103196
345 14 468098926
347 212 930222765
35 401 977579
45 391 795750510
289 291 547214042
139 315 931695083
309 215 115082666
411 12 692391289
286 341 505624933
326 214 161102524
256 335 800258515
242 375 322411905
166 66 204729675
288 187 887245272
384 409 190213085
153 218 179289540
235 161 39991076
328 400 960526676
389 256 216715748
402 283 284023018
203 102 209619387
281 233 166307568
149 267 232818475
412 146 457350130
96 56 975336621
245 4 418185006
131 367 330446110
292 328 205504022
15 316 247405878
260 402 428272418
110 105 53857498
30 340 938729595
100 355 635729263
203 76 264286444
284 192 129333410
342 244 663191020
358 48 438310333
96 279 262082300
222 307 925046539
355 316 184867986
136 159 650558545
119 334 740747902
301 328 805025870
59 109 253262239
345 360 409735004
379 88 307389245
239 101 660370830
345 114 996886927
293 412 563654923
252 377 262123592
21 350 319510636
223 143 464315236
386 304 978451122
157 168 33823860
151 208 894769027
274 117 678822441
306 294 323474326
403 65 534654510
31 324 27124827
394 93 515918766
283 232 548834219
314 97 219557491
102 380 94562601
384 307 889817312
324 87 560927528
241 49 849857049
188 42 267040740
315 269 717134879
91 358 126171807
345 220 905802183
214 162 135468106
180 332 624082601
72 221 292960467
151 314 903455619
295 213 308301664
404 159 55693516
297 298 580020746
381 78 589176874
81 222 646155402
127 295 493910806
180 174 220828622
252 318 917766711
78 64 447949096
224 286 753149620
111 228 920604685
10 258 812252629
362 370 779105541
353 84 764418613
316 61 309517516
284 285 191836651
401 118 642927750
153 380 518076780
5 372 980777741
167 39 378327530
272 66 247784712
11 166 155785023
83 392 362706750
13 293 325234986
180 420 226968293
248 30 334726673
38 56 136952769
170 80 713323954
179 120 51605780
62 117 257123162
211 84 382896276
1 97 984456807
394 176 459472326
13 351 739700805
165 424 957991869
54 190 951895057
156 54 473348319
374 424 500596116
397 415 163629653
183 246 253690649
329 106 31981204
415 377 534336021
65 121 964826711
236 102 708723028
94 219 28784510
189 213 902590837
395 193 365781488
396 210 181074740
271 205 204120159
247 13 975823227
90 41 144715932
124 324 348714072
125 224 287844956
235 155 888226823
155 414 155353151
104 106 524934184
153 35 428280979
352 13 392046313
132 380 301812447
15 357 460191122
342 98 69707541
57 14 506184004
98 365 637104329
22 363 252051020
127 73 779518350
162 193 341446382
61 51 365748736
336 301 118764805
198 50 68626003
35 291 121536021
67 270 986444917
32 283 235173388
75 295 466352506
64 421 944360341
405 76 501064263
202 92 197190531
238 26 278006923
72 132 489263654
37 75 544983980
281 366 302031970
388 345 689168505
202 343 927385328
45 284 842132565
19 46 525836276
128 119 786720767
247 408 788009217
265 47 494445310
274 349 432682570
296 224 728388050
360 50 11910181
360 99 324097473
333 332 37745510
10 42 140355598
353 386 776919325
199 190 812140230
89 76 913254293
343 368 470974532
355 354 367747327
257 361 841711533
181 15 801589442
298 60 305802909
301 245 869260381
121 59 858229691
201 319 801660690
278 121 338069049
298 62 914094468
221 110 857656607
222 276 21188944
40 369 744217050
299 276 107399014
211 245 751354409
383 66 528883549
35 97 847023308
188 300 935825424
22 380 854374839
260 25 469874246
401 356 230642827
36 386 497792733
192 43 690315870
226 105 90973294
51 204 790571381
126 159 927059575
143 46 32115406
5 275 959774190
421 207 158819262
389 327 84483465
197 342 590723190
43 132 885838268
237 41 900602366
308 287 617575298
265 294 287795066
141 121 765678524
276 12 657073749
326 11 758939785
94 151 8150668
181 159 995778833
270 64 784458255
94 224 14088415
44 20 908935306
193 238 588464805
117 352 14877672
420 130 353105320
55 119 774238245
107 393 347384804
78 176 816399003
18 393 77055920
126 333 120814261
234 133 193623956
129 24 394367198
370 91 603570670
174 206 55759464
85 336 858907830
80 27 868956545
87 348 453715253
135 299 2093162
222 270 105273828
329 93 645243269
303 335 475706609
189 162 377042122
315 173 110365412
201 416 659005957
339 326 881369586
154 234 14722848
73 354 482792654
119 336 427309568
175 232 994711575
368 67 286658391
8 137 915232124
327 71 389862928
277 201 733779652
407 388 730234011
182 231 322267749
15 361 575826373
303 163 579998185
17 187 409308697
303 8 498129447
277 26 180312461
175 331 207672117
351 46 81256155
315 232 475274763
422 284 231505598
389 167 370014599
139 7 962491617
386 102 367304047
126 41 13789658
260 129 3923462
160 126 777693115
398 64 651209788
71 298 657025404
315 231 154901099
416 320 755685217
397 44 333431724
192 399 435320501
19 241 549482424
190 29 645280031
310 216 591043528
77 116 800770224
123 328 226752502
204 225 497525159
42 267 385379723
123 341 461030972
16 96 608313448
226 385 440754101
306 48 916976436
372 293 130298564
129 423 271013670
103 285 864739799
67 65 219257329
2 335 508072213
137 166 717418848
106 241 569634231
266 239 55957319
407 169 443739597
294 402 939714112
357 389 635432075
308 243 613073671
294 319 812707423
386 79 143807154
197 215 770175746
135 314 290634222
78 250 811130486
301 344 470262031
155 163 466616803
219 400 560379705
213 57 907672848
190 396 878303063
220 322 896415904
311 84 11985208
373 196 468910997
270 65 941285155
212 361 500716369
237 186 284961878
177 405 823504484
70 400 808716557
194 109 253574495
406 142 55712313
272 103 537034329
58 10 26311239
88 376 937238652
48 234 21495335
167 234 814516497
327 386 872020657
228 342 426507747
415 246 765327669
162 411 86804111
61 422 883914977
255 367 580050795
23 356 593438883
387 206 790188067
75 385 695489894
180 172 411452543
379 29 336045462
331 399 476296669
283 168 190672235
232 368 659180895
417 42 605659743
364 226 816161086
66 342 4293545
242 280 958323456
404 376 75832158
171 61 764307654
254 327 315444740
129 399 557642961
295 290 160159823
272 174 736996569
338 73 740723774
270 368 689598780
19 128 157843814
35 33 694108821
294 411 10518329
48 250 512704550
170 145 942206729
370 356 722454731
408 11 415379307
146 133 205331551
75 169 343757918
167 57 296520928
185 265 643171353
82 187 791265298
396 66 262710756
360 321 477910706
328 425 736090756
62 162 304666352
217 88 958189759
129 404 558559207
424 273 457137068
345 55 220931828
269 53 118460720
29 18 819159130
265 390 998256180
227 194 168129813
127 290 288292691
39 163 153633539
397 399 602560586
351 259 60662300
51 271 329900442
290 241 285731890
190 295 16847048
365 280 219667257
208 96 555333455
100 379 750239402
377 225 75006279
415 375 987686307
340 120 290573342
107 331 500834690
303 226 382436486
3 198 129383031
251 327 33379379
402 125 156615413
12 199 476978361
58 67 696747221
311 227 259575255
215 182 280673372
318 342 883164607
213 41 410643798
423 194 616457036
395 176 567455184
379 134 340950776
353 198 312893612
317 121 528313671
213 164 149267329
39 16 35683406
195 323 982864085
217 415 320160669
407 2 639640707
190 114 554866287
191 221 719460337
30 376 525903431
394 115 806200239
170 309 581399694
398 57 644687269
416 341 528438621
307 192 275041092
86 2 281938231
27 274 22413174
258 186 218782300
203 52 33034116
61 97 151043512
182 138 399126818
353 31 474245300
231 332 233990910
367 27 457690209
331 97 30776452
327 178 762940883
236 381 313001181
254 314 562930891
220 144 75861302
371 107 840492371
136 254 250319731
389 131 598044478
126 336 154054766
303 321 414503927
265 258 931255300
222 14 745286521
226 10 564017529
236 173 379433852
150 362 499256373
109 396 396466335
16 255 349012299
71 239 409385925
201 41 381990174
148 129 156223688
22 373 185610516
422 52 714373591
55 293 296614863
170 35 507461364
161 155 865236506
365 22 994714418
120 135 458117473
94 118 127762700
107 333 844163563
98 175 118883568
334 343 284610533
329 376 667409090
82 133 88478108
305 178 461672116
42 67 769272615
413 259 96142236
99 73 925745879
264 296 133603433
14 94 996478806
98 10 600070245
122 177 624551261
321 260 836786139
35 70 125604357
396 253 604816663
148 272 298038744
140 73 858983987
303 23 411134402
68 8 775984666
332 18 410108784
208 130 729607281
333 218 620446720
344 272 654123121
68 7 410600693
351 7 994457710
399 139 342086169
36 278 767590843
168 266 647180569
7 369 732256211
171 114 515236144
346 79 914729327
147 58 600954666
146 130 193307685
292 243 868951181
329 281 678856928
388 125 881758328
55 137 516154970
182 341 868099653
182 401 499013422
228 158 258107773
155 424 867010769
231 64 604953357
263 29 128562010
315 411 739863100
386 202 321837162
178 64 34530962
234 424 297698516
206 68 304523222
244 342 202467128
52 11 175871036
302 277 584678345
188 24 446920734
198 380 120373039
409 260 608710139
83 372 404709125
353 183 651956238
79 192 512696085
47 41 910148589
41 259 724793478
410 50 363030536
32 75 154286844
410 414 357524603
336 277 699868034
256 198 469939872
275 350 664800498
199 65 641233167
408 348 485385367
91 223 955938018
223 55 693087580
6 280 643827162
88 357 808902123
84 11 163990693
228 44 357970050
390 73 466931478
317 386 78821731
242 210 312058622
58 421 995541736
303 167 420866452
415 360 416517124
286 213 844550777
397 70 245088801
393 224 151531093
347 363 316135914
227 153 332240324
307 350 155053854
182 187 652158387
128 218 416237972
348 136 548695456
269 205 507311703
60 161 757761565
242 138 387258625
302 332 649006420
289 286 549046292
55 350 23698037
394 131 792175753
151 222 389353924
46 254 36620261
79 387 352731879
133 256 892557439
179 163 56745405
239 205 467813686
364 275 579814256
85 119 466387868
7 341 332351369
231 326 891613515
82 361 318002000
288 150 112965976
287 203 845215995
63 189 601370752
51 361 790808972
184 355 16666504
210 393 524437452
408 191 365573974
27 334 945813469
150 123 821261550
42 64 519141718
27 234 726961299
271 342 808562482
415 257 172506842
169 240 668003744
225 311 551456281
141 182 295924984
340 71 919076501
35 138 729947231
175 54 123019634
53 410 887621426
73 317 622591140
77 329 171217691
310 394 48316287
74 343 715338076
268 74 645496261
288 40 776722524
392 157 791969829
28 148 883919516
13 370 264926925
59 286 592012980
376 169 143758009
217 303 140660501
121 58 110447869
306 299 328546296
400 349 458390104
269 79 641651529
379 178 310044990
140 135 926066238
373 392 78480940
